OBJECTID,CreationDate,Creator,EditDate,Editor,GlobalID,AreaID,UNIT_CODE,GIS_Notes,UNIT_NAME,DATE_EDIT,STATE,REGION,GNIS_ID,UNIT_TYPE,CREATED_BY,METADATA,PARKNAME,Shape__Area,Shape__Length
233,2023/01/03 09:21:33+00,NPS_WASO_LANDS,2023/01/03 09:21:33+00,NPS_WASO_LANDS,591c0f7e-1bf1-4956-80e1-2760d592fde5,239,NIOB,Lands - http://landsnet.nps.gov/tractsnet/documents/NIOB/Metadata/niob_metadata.xml,Niobrara National Scenic River,2021/07/09 00:00:00+00,NE,MW,1888949,National Wild & Scenic River,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2210709,Niobrara,218507564.859375,385613.771805103
234,2023/01/03 09:21:33+00,NPS_WASO_LANDS,2023/01/03 09:21:33+00,NPS_WASO_LANDS,b4ff2e1f-d40c-47cc-8a46-f5b2f6adbe4e,241,IATR,Lands - http://landsnet.nps.gov/tractsnet/documents/IATR/Metadata/iatr_metadata.xml,Ice Age National Scenic Trail,2021/09/16 00:00:00+00,WI,MW,2733461,National Trails Syste,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048397,Ice Age,1849202.1328125,11582.9558039011
235,2023/01/03 09:21:33+00,NPS_WASO_LANDS,2023/01/03 09:21:33+00,NPS_WASO_LANDS,5e1b3f2e-ff8f-4634-ac83-bede4c4c6f3e,243,EFMO,Lands - http://landsnet.nps.gov/tractsnet/documents/EFMO/Metadata/efmo_metadata.xml,Effigy Mounds National Monument,2019/08/19 00:00:00+00,IA,MW,456249,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048392,Effigy Mounds,18954013.4335938,44137.5857804367
236,2023/01/03 09:21:33+00,NPS_WASO_LANDS,2023/01/03 09:21:33+00,NPS_WASO_LANDS,59481bf0-e4f5-4a0b-be38-2668e630b7ce,244,DAAV,Lands - http://landsnet.nps.gov/tractsnet/documents/DAAV/Metadata/daav_metadata.xml,Dayton Aviation Heritage National Historical Park,2013/05/30 00:00:00+00,OH,MW,1083940,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2196729,Dayton Aviation Heritage,779956.27734375,6679.67604106536
237,2023/01/03 09:21:33+00,NPS_WASO_LANDS,2023/01/03 09:21:33+00,NPS_WASO_LANDS,9f19880f-234a-47e3-9810-8fb484be55af,246,FOLS,Lands - http://landsnet.nps.gov/tractsnet/documents/FOLS/Metadata/fols_metadata.xml,Fort Larned National Historic Site,2010/07/28 00:00:00+00,KS,MW,475845,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2165328,Fort Larned,4625403.875,12380.5538116785
238,2023/01/03 09:21:33+00,NPS_WASO_LANDS,2023/01/03 09:21:33+00,NPS_WASO_LANDS,d93f7400-e537-48b1-8bd1-11d9f8f4ee4b,247,NICO,Lands - http://landsnet.nps.gov/tractsnet/documents/NICO/Metadata/nico_metadata.xml,Nicodemus National Historic Site,2020/04/06 00:00:00+00,KS,MW,2733440,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2182235,Nicodemus,31196.65625,1507.62927701825
239,2023/01/03 09:21:33+00,NPS_WASO_LANDS,2023/01/03 09:21:33+00,NPS_WASO_LANDS,47f03851-e77d-461a-844d-18ad9057be2e,248,FOSC,Lands - http://landsnet.nps.gov/tractsnet/documents/FOSC/Metadata/fosc_metadata.xml,Fort Scott National Historic Site,2019/05/02 00:00:00+00,KS,MW,480986,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2166414,Fort Scott,132981.265625,1717.18196965436
240,2023/01/03 09:21:33+00,NPS_WASO_LANDS,2023/01/03 09:21:33+00,NPS_WASO_LANDS,e95509e9-df33-42b2-bc53-b590c3d93a19,249,TAPR,Lands - http://landsnet.nps.gov/tractsnet/documents/TAPR/Metadata/tapr_metadata.xml,Tallgrass Prairie National Preserve,2016/01/14 00:00:00+00,KS,MW,1888965,National Preserve,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048190,Tallgrass Prairie,71990800.1210938,49657.0635874929
241,2023/01/03 09:21:33+00,NPS_WASO_LANDS,2023/01/03 09:21:33+00,NPS_WASO_LANDS,76f6b3df-1872-4efa-ac62-dd34c1c65758,250,GWCA,Lands - http://landsnet.nps.gov/tractsnet/documents/GWCA/Metadata/gwca_metadata.xml,George Washington Carver National Monument,2018/11/30 00:00:00+00,MO,MW,718402,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048161,George Washington Carver,1530092.90234375,5054.57241703589
242,2023/01/03 09:21:33+00,NPS_WASO_LANDS,2023/01/03 09:21:33+00,NPS_WASO_LANDS,bc23924d-ee65-42e2-adeb-f1c420aafb0d,251,WICL,Lands - http://landsnet.nps.gov/tractsnet/documents/WICL/Metadata/wicl_metadata.xml,President William Jefferson Clinton Birthplace Home National Historic Site,2018/07/24 00:00:00+00,AR,MW,2733433,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2169653,President William Jefferson Clinton Birthplace Home,3372.27734375,307.894329716029
243,2023/01/03 09:21:33+00,NPS_WASO_LANDS,2023/01/03 09:21:33+00,NPS_WASO_LANDS,ad9f338a-4691-4ddb-9b4c-f90f96f72f97,252,WICR,Lands - http://landsnet.nps.gov/tractsnet/documents/WICR/Metadata/wicr_metadata.xml,Wilson's Creek National Battlefield,2022/08/26 09:32:14+00,MO,MW,735922,National Battlefield,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048197,Wilson's Creek,15564685.5820313,20400.9414827085
244,2023/01/03 09:21:33+00,NPS_WASO_LANDS,2023/01/03 09:21:33+00,NPS_WASO_LANDS,cac2b4e0-a43f-497c-b940-2497c351ffe1,253,JAGA,Lands - http://landsnet.nps.gov/tractsnet/documents/JAGA/Metadata/jaga_metadata.xml,James A. Garfield National Historic Site,2010/09/07 00:00:00+00,OH,MW,1888932,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2166418,James A Garfield,56656.24609375,1039.26366595302
245,2023/01/03 09:21:33+00,NPS_WASO_LANDS,2023/01/03 09:21:33+00,NPS_WASO_LANDS,6801f2cc-1cba-418f-81f6-451032bc9d69,254,KEWE,Lands - http://landsnet.nps.gov/tractsnet/documents/KEWE/Metadata/kewe_metadata.xml,Keweenaw National Historical Park,2017/09/19 00:00:00+00,MI,MW,1888937,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2174270,Keweenaw,16297962.6992188,30353.9084722277
246,2023/01/03 09:21:33+00,NPS_WASO_LANDS,2023/01/03 09:21:33+00,NPS_WASO_LANDS,be9a709c-cec9-4689-825d-a774c5cd016a,255,GRPO,Lands - http://landsnet.nps.gov/tractsnet/documents/GRPO/Metadata/grpo_metadata.xml,Grand Portage National Monument,2009/12/14 00:00:00+00,MN,MW,644333,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1049054,Grand Portage,6395838.42578125,46692.8451611453
247,2023/01/03 09:21:33+00,NPS_WASO_LANDS,2023/01/03 09:21:33+00,NPS_WASO_LANDS,afdd37e9-7bab-49be-8af1-98434733b5b2,256,HSTR,Lands - http://landsnet.nps.gov/tractsnet/documents/HSTR/Metadata/hstr_metadata.xml,Harry S Truman National Historic Site,2020/11/30 00:00:00+00,MO,MW,2463113,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2185776,Harry S Truman,83442.25,1788.16411578916
248,2023/01/03 09:21:33+00,NPS_WASO_LANDS,2023/01/03 09:21:33+00,NPS_WASO_LANDS,d8c068cc-63e4-4bfe-b56d-6be74d7f850a,257,HEHO,Lands - http://landsnet.nps.gov/tractsnet/documents/HEHO/Metadata/heho_metadata.xml,Herbert Hoover National Historic Site,2019/06/30 00:00:00+00,IA,MW,457629,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2188824,Herbert Hoover,1357394.578125,5325.09908447762
249,2023/01/03 09:21:33+00,NPS_WASO_LANDS,2023/01/03 09:21:33+00,NPS_WASO_LANDS,abbde682-b230-420d-995a-33946d38fe5c,258,INDU,Lands - http://landsnet.nps.gov/tractsnet/documents/INDU/Metadata/indu_metadata.xml,Indiana Dunes National Park,2020/01/24 00:00:00+00,IN,MW,446903,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2225696,Indiana Dunes,115487726.46875,262805.639332594
250,2023/01/03 09:21:33+00,NPS_WASO_LANDS,2023/01/03 09:21:33+00,NPS_WASO_LANDS,b02a0118-0ac8-4325-a0c2-72984df764e6,259,HOME,Lands - http://landsnet.nps.gov/tractsnet/documents/HOME/Metadata/home_metadata.xml,Homestead National Historical Park,2017/12/14 00:00:00+00,NE,MW,830099,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048166,Homestead,1491929.3125,7913.36393776027
251,2023/01/03 09:21:33+00,NPS_WASO_LANDS,2023/01/03 09:21:33+00,NPS_WASO_LANDS,8149c695-328e-4bc8-bd90-1594ee363060,260,ISRO,Unofficial Boundary of Isle Royale National Park.,Isle Royale National Park,2013/12/18 00:00:00+00,MI,MW,1616980,National Park,Lands,Preliminary data. Contact the Land Resources Program for additional information.,Isle Royale,4985802199.04297,346137.747915266
252,2023/01/03 09:21:33+00,NPS_WASO_LANDS,2023/01/03 09:21:33+00,NPS_WASO_LANDS,0940f0b3-f667-41f1-bb9e-846c3fa679f7,261,PIRO,Lands - http://landsnet.nps.gov/tractsnet/documents/PIRO/Metadata/piro_metadata.xml,Pictured Rocks National Lakeshore,2020/09/15 00:00:00+00,MI,MW,634820,National Lakeshore,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048185,Pictured Rocks,630282402.246094,234953.309595795
253,2023/01/03 09:21:33+00,NPS_WASO_LANDS,2023/01/03 09:21:33+00,NPS_WASO_LANDS,1cd8bca8-664d-4fe7-a04d-c39209a98da8,262,RIRA,Lands - http://landsnet.nps.gov/tractsnet/documents/RIRA/Metadata/rira_metadata.xml,River Raisin National Battlefield Park,2018/02/27 00:00:00+00,MI,MW,2733434,National Battlefield Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2221825,River Raisin,307034.41015625,2434.0699825586
254,2023/01/03 09:21:33+00,NPS_WASO_LANDS,2023/01/03 09:21:33+00,NPS_WASO_LANDS,ad4aca2f-c21d-427c-963c-a9095d089d8b,263,LECL,Lands - http://landsnet.nps.gov/tractsnet/documents/LECL/Metadata/lecl_metadata.xml,Lewis and Clark National Historic Trail,2017/01/13 00:00:00+00,IL,MW,2733427,National Trails Syste,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048008,Lewis and Clark,564370.77734375,3496.82439126553
255,2023/01/03 09:21:33+00,NPS_WASO_LANDS,2023/01/03 09:21:33+00,NPS_WASO_LANDS,7badbf7c-7c56-4a79-967f-082c5f565be1,264,RRBH,Lands - http://landsnet.nps.gov/tractsnet/documents/RRBH/Metadata/rrbh_metadata.xml,Ronald Reagan Boyhood Home National Historic Site,2013/01/03 00:00:00+00,IL,MW,2733441,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2192766,Ronald Reagan Boyhood Home,7381.0703125,490.520182844926
256,2023/01/03 09:21:33+00,NPS_WASO_LANDS,2023/01/03 09:21:33+00,NPS_WASO_LANDS,be00a69b-f9cc-4bac-ae07-484939c625e0,265,LIBO,Lands - http://landsnet.nps.gov/tractsnet/documents/LIBO/Metadata/libo_metadata.xml,Lincoln Boyhood National Memorial,2016/03/03 00:00:00+00,IN,MW,446882,National Memorial,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2218474,Lincoln Boyhood,1310293.07421875,5424.29615334871
257,2023/01/03 09:21:33+00,NPS_WASO_LANDS,2023/01/03 09:21:33+00,NPS_WASO_LANDS,f0b17e97-9aa4-4598-9450-a6812acfec78,266,JEFF,Lands - http://landsnet.nps.gov/tractsnet/documents/JEFF/Metadata/jeff_metadata.xml,Gateway Arch National Park,2010/10/28 00:00:00+00,IL,MW,765817,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2171833,Gateway Arch,1290994.17578125,9270.23040291533
258,2023/01/03 09:21:33+00,NPS_WASO_LANDS,2023/01/03 09:21:33+00,NPS_WASO_LANDS,f1576c43-ceee-484f-b6b9-12577cafab4d,267,GERO,Lands - http://landsnet.nps.gov/tractsnet/documents/GERO/Metadata/gero_metadata.xml,George Rogers Clark National Historical Park,2010/08/18 00:00:00+00,IN,MW,447197,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2180622,George Rogers Clark,161979.515625,2367.45137849474
259,2023/01/03 09:21:33+00,NPS_WASO_LANDS,2023/01/03 09:21:33+00,NPS_WASO_LANDS,421eb13a-de8e-4a6c-8aa6-e6263ad1be63,268,LIHO,Lands - http://landsnet.nps.gov/tractsnet/documents/LIHO/Metadata/liho_metadata.xml,Lincoln Home National Historic Site,2017/06/06 00:00:00+00,IL,MW,1821086,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048176,Lincoln Home,93771.69140625,1213.33093493243
260,2023/01/03 09:21:33+00,NPS_WASO_LANDS,2023/01/03 09:21:33+00,NPS_WASO_LANDS,285f751a-ef05-4c26-bae2-70bfc629460a,269,OZAR,Lands - http://landsnet.nps.gov/tractsnet/documents/OZAR/Metadata/ozar_metadata.xml,Ozark National Scenic Riverways,2022/08/26 09:55:50+00,MO,MW,751466,National River,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2194487,Ozark,525270475.089844,549290.245243991
261,2023/01/03 09:21:33+00,NPS_WASO_LANDS,2023/01/03 09:21:33+00,NPS_WASO_LANDS,fd100d8a-ebba-4655-ba1a-2f17ec03b0c9,270,SCBL,Lands - http://landsnet.nps.gov/tractsnet/documents/SCBL/Metadata/scbl_metadata.xml,Scotts Bluff National Monument,2012/08/13 00:00:00+00,NE,MW,833315,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2188825,Scotts Bluff,23469485.328125,24943.7601820776
262,2023/01/03 09:21:33+00,NPS_WASO_LANDS,2023/01/03 09:21:33+00,NPS_WASO_LANDS,d564ad2a-b037-41cd-a478-677dfea44e0e,271,AGFO,Lands - http://landsnet.nps.gov/tractsnet/documents/AGFO/Metadata/agfo_metadata.xml,Agate Fossil Beds National Monument,2012/11/27 00:00:00+00,NE,MW,826917,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2192756,Agate Fossil Beds,22628044.3554688,35522.3096370179
263,2023/01/03 09:21:33+00,NPS_WASO_LANDS,2023/01/03 09:21:33+00,NPS_WASO_LANDS,9b6c3f0d-59c0-4ffc-ba36-2f118d5a5ec6,272,HOCU,Lands - http://landsnet.nps.gov/tractsnet/documents/HOCU/Metadata/hocu_metadata.xml,Hopewell Culture National Historical Park,2019/07/10 00:00:00+00,OH,MW,1888931,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2188826,Hopewell Culture,12116307.234375,40884.8136953245
264,2023/01/03 09:21:33+00,NPS_WASO_LANDS,2023/01/03 09:21:33+00,NPS_WASO_LANDS,44b136e7-650c-4c49-8172-d95a48ec19c1,273,PEVI,Lands - http://landsnet.nps.gov/tractsnet/documents/PEVI/Metadata/pevi_metadata.xml,Perry's Victory and International Peace Memorial,2010/09/01 00:00:00+00,OH,MW,1082175,National Memorial,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2166417,Perry's Victory & International Peace,194081.421875,2504.75019939667
265,2023/01/03 09:21:33+00,NPS_WASO_LANDS,2023/01/03 09:21:33+00,NPS_WASO_LANDS,d15aff6e-f52a-4daa-9ec6-5b455b79854c,274,WIHO,Lands - http://landsnet.nps.gov/tractsnet/documents/WIHO/Metadata/wiho_metadata.xml,William Howard Taft National Historic Site,2019/08/23 00:00:00+00,OH,MW,1888973,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2165598,William Howard Taft,24572.0390625,795.26147048915
266,2023/01/03 09:21:33+00,NPS_WASO_LANDS,2023/01/03 09:21:33+00,NPS_WASO_LANDS,a9a48ba3-ff0a-4f17-a6c1-317283a44149,275,PIPE,Lands - http://landsnet.nps.gov/tractsnet/documents/PIPE/Metadata/pipe_metadata.xml,Pipestone National Monument,2022/08/30 12:32:54+00,MN,MW,649530,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2166448,Pipestone,2364452.7265625,7612.00662895463
267,2023/01/03 09:21:33+00,NPS_WASO_LANDS,2023/01/03 09:21:33+00,NPS_WASO_LANDS,a5817df2-4b07-43cc-a0fd-ae1dde2a16be,277,MISS,Lands - http://landsnet.nps.gov/tractsnet/documents/MISS/Metadata/miss_metadata.xml,Mississippi National River and Recreation Area,2018/05/10 00:00:00+00,MN,MW,1888944,National River,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2253817,Mississippi,433802093.0625,379445.166059279
268,2023/01/03 09:21:33+00,NPS_WASO_LANDS,2023/01/03 09:21:33+00,NPS_WASO_LANDS,5f508c25-7e16-41a3-afd2-cf8ad9aafc1d,278,LOSA,Lands - http://landsnet.nps.gov/tractsnet/documents/LOSA/Metadata/losa_metadata.xml,Lower Saint Croix National Scenic Riverway,2022/04/18 00:00:00+00,MN,MW,2738286,National Wild & Scenic River,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2223247,Lower Saint Croix,92270909.9453125,149384.158681799
269,2023/01/03 09:21:33+00,NPS_WASO_LANDS,2023/01/03 09:21:33+00,NPS_WASO_LANDS,4ece237f-8236-41e7-b70b-cddacbda8b16,280,ULSG,Lands - http://landsnet.nps.gov/tractsnet/documents/ULSG/Metadata/ulsg_metadata.xml,Ulysses S. Grant National Historic Site,2008/07/01 00:00:00+00,MO,MW,2733425,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048194,Ulysses S Grant,65455.1875,1054.31060399883
270,2023/01/03 09:21:33+00,NPS_WASO_LANDS,2023/01/03 09:21:33+00,NPS_WASO_LANDS,97b33970-3adc-4ba4-a29f-e97de98e1d1f,281,VOYA,Lands - http://landsnet.nps.gov/tractsnet/documents/VOYA/Metadata/voya_metadata.xml,Voyageurs National Park,2016/08/15 00:00:00+00,MN,MW,660491,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2224529,Voyageurs,1884045707.75781,383313.927385949
271,2023/01/03 09:21:33+00,NPS_WASO_LANDS,2023/01/03 09:21:33+00,NPS_WASO_LANDS,b2c0ed95-5e35-40e7-97ea-82bc0a4fde5c,282,MIMI,Lands - http://landsnet.nps.gov/tractsnet/documents/MIMI/Metadata/mimi_metadata.xml,Minuteman Missile National Historic Site,2020/02/03 00:00:00+00,SD,MW,2733442,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2208028,Minuteman Missile,339067.44140625,5491.88024363269
272,2023/01/03 09:21:33+00,NPS_WASO_LANDS,2023/01/03 09:21:33+00,NPS_WASO_LANDS,bc932141-1d1f-47ba-a7ec-403c59e576ea,283,BITH,Lands - http://landsnet.nps.gov/tractsnet/documents/BITH/Metadata/bith_metadata.xml,Big Thicket National Preserve,2018/03/27 00:00:00+00,TX,IM,1888902,National Preserve,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2239597,Big Thicket,617771864.402344,1142445.74895685
273,2023/01/03 09:21:33+00,NPS_WASO_LANDS,2023/01/03 09:21:33+00,NPS_WASO_LANDS,f070e6d5-68be-4b96-b3f9-92ba91b31547,284,CARI,Lands - http://landsnet.nps.gov/tractsnet/documents/CARI/Metadata/cari_metadata.xml,Cane River Creole National Historical Park,2009/07/28 00:00:00+00,LA,SE,2733428,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047922,Cane River Creole,1153290.8984375,6188.26910295935
274,2023/01/03 09:21:33+00,NPS_WASO_LANDS,2023/01/03 09:21:33+00,NPS_WASO_LANDS,329cdee7-7f95-435d-9256-fe540253d01b,285,JAZZ,Lands - http://landsnet.nps.gov/tractsnet/documents/JAZZ/Metadata/jazz_metadata.xml,New Orleans Jazz National Historical Park,2017/11/08 00:00:00+00,LA,SE,2035602,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2249523,New Orleans Jazz,28904.255859375,836.710354770351
275,2023/01/03 09:21:33+00,NPS_WASO_LANDS,2023/01/03 09:21:33+00,NPS_WASO_LANDS,894deb83-9d4a-4d68-a765-0ec740c8992d,286,AMIS,Lands - http://landsnet.nps.gov/tractsnet/documents/AMIS/Metadata/amis_metadata.xml,Amistad National Recreation Area,2019/07/22 00:00:00+00,TX,IM,1329499,National Recreation Area,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2266792,Amistad,330976091.609375,1253934.35186948
276,2023/01/03 09:21:33+00,NPS_WASO_LANDS,2023/01/03 09:21:33+00,NPS_WASO_LANDS,eee4ddc7-7be3-465e-9466-a8f48c72a50b,287,ARPO,Lands - http://landsnet.nps.gov/tractsnet/documents/ARPO/Metadata/arpo_metadata.xml,Arkansas Post National Memorial,2010/12/13 00:00:00+00,AR,MW,2733432,National Memorial,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2167744,Arkansas Post,4505848.7421875,14849.872488267
277,2023/01/03 09:21:33+00,NPS_WASO_LANDS,2023/01/03 09:21:33+00,NPS_WASO_LANDS,9cd6eaed-1fac-4347-9806-e7169bed0c12,288,BAND,Lands - http://landsnet.nps.gov/tractsnet/documents/BAND/Metadata/band_metadata.xml,Bandelier National Monument,2016/04/26 00:00:00+00,NM,IM,928874,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2194464,Bandelier,207550769.285156,96236.6371870804
278,2023/01/03 09:21:33+00,NPS_WASO_LANDS,2023/01/03 09:21:33+00,NPS_WASO_LANDS,c2108000-aaa9-4ace-a98b-f07b5a0c96fe,289,BIBE,Lands - http://landsnet.nps.gov/tractsnet/documents/BIBE/Metadata/bibe_metadata.xml,Big Bend National Park,2018/01/09 00:00:00+00,TX,IM,1377082,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2239592,Big Bend,4329893757.41797,462145.817729531
279,2023/01/03 09:21:33+00,NPS_WASO_LANDS,2023/01/03 09:21:33+00,NPS_WASO_LANDS,1fc71934-dec9-4767-8c50-c275fda756a6,290,CAVO,Lands - http://landsnet.nps.gov/tractsnet/documents/CAVO/Metadata/cavo_metadata.xml,Capulin Volcano National Monument,2004/07/22 00:00:00+00,NM,IM,936867,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047927,Capulin Volcano,4997144.0390625,10529.5706523905
280,2023/01/03 09:21:33+00,NPS_WASO_LANDS,2023/01/03 09:21:33+00,NPS_WASO_LANDS,4193cc0c-30dc-4c5e-8799-ff9f3bdbc6a1,291,CAVE,Lands - http://landsnet.nps.gov/tractsnet/documents/CAVE/Metadata/cave_metadata.xml,Carlsbad Caverns National Park,2017/06/22 00:00:00+00,NM,IM,904780,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047926,Carlsbad Caverns,264914338.136719,116427.046438413
281,2023/01/03 09:21:33+00,NPS_WASO_LANDS,2023/01/03 09:21:33+00,NPS_WASO_LANDS,ada4b465-fa2a-4e75-b354-32679d1a44ed,292,GUMO,Lands - http://landsnet.nps.gov/tractsnet/documents/GUMO/Metadata/gumo_metadata.xml,Guadalupe Mountains National Park,2010/12/21 00:00:00+00,TX,IM,1377201,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2167742,Guadalupe Mountains,491447397.742188,134372.171369938
282,2023/01/03 09:21:33+00,NPS_WASO_LANDS,2023/01/03 09:21:33+00,NPS_WASO_LANDS,d159c053-4302-47c0-9923-53d492ce82e3,293,CHAM,Lands - http://landsnet.nps.gov/tractsnet/documents/CHAM/Metadata/cham_metadata.xml,Chamizal National Memorial,2008/05/20 00:00:00+00,TX,IM,1888906,National Memorial,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047931,Chamizal,306416.6953125,2288.42458875358
283,2023/01/03 09:21:33+00,NPS_WASO_LANDS,2023/01/03 09:21:33+00,NPS_WASO_LANDS,6dc10aae-7afa-472c-ae96-5685bdd6b2f3,294,FODA,Lands - http://landsnet.nps.gov/tractsnet/documents/FODA/Metadata/foda_metadata.xml,Fort Davis National Historic Site,2018/04/27 00:00:00+00,TX,IM,1357585,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2182229,Fort Davis,2836614.09375,9180.19846933226
284,2023/01/03 09:21:33+00,NPS_WASO_LANDS,2023/01/03 09:21:33+00,NPS_WASO_LANDS,b0d6fb4b-ad7d-4b62-b10b-203ee0a88e9e,295,FOUN,Lands - http://landsnet.nps.gov/tractsnet/documents/FOUN/Metadata/foun_metadata.xml,Fort Union National Monument,2007/05/15 00:00:00+00,NM,IM,889156,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047966,Fort Union,4454850.18359375,10849.5554143105
285,2023/01/03 09:21:33+00,NPS_WASO_LANDS,2023/01/03 09:21:33+00,NPS_WASO_LANDS,82a75529-37ec-4c08-bde6-0684f2fa5894,296,GICL,Lands - http://landsnet.nps.gov/tractsnet/documents/GICL/Metadata/gicl_metadata.xml,Gila Cliff Dwellings National Monument,2004/05/10 00:00:00+00,NM,IM,928945,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047972,Gila Cliff Dwellings,3510361.46875,9337.71235900559
286,2023/01/03 09:21:33+00,NPS_WASO_LANDS,2023/01/03 09:21:33+00,NPS_WASO_LANDS,353a4f8d-f8c7-4021-9879-d6606d3037dc,297,SAPU,Lands - http://landsnet.nps.gov/tractsnet/documents/SAPU/Metadata/sapu_metadata.xml,Salinas Pueblo Missions National Monument,2013/11/26 00:00:00+00,NM,IM,936877,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2208008,Salinas Pueblo Missions,6379382.59375,22270.2067706245
287,2023/01/03 09:21:33+00,NPS_WASO_LANDS,2023/01/03 09:21:33+00,NPS_WASO_LANDS,917409ae-a5ee-4e2b-bcee-3a9a214696c3,298,HOSP,Lands - http://landsnet.nps.gov/tractsnet/documents/HOSP/Metadata/hosp_metadata.xml,Hot Springs National Park,2020/06/15 00:00:00+00,AR,MW,56796,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2223244,Hot Springs,32612774.2578125,60153.8234171398
288,2023/01/03 09:21:33+00,NPS_WASO_LANDS,2023/01/03 09:21:33+00,NPS_WASO_LANDS,69d4b60d-ac32-4ae0-b715-1b6e65a53bd5,299,CHSC,Lands - http://landsnet.nps.gov/tractsnet/documents/CHSC/Metadata/chsc_metadata.xml,Little Rock Central High School National Historic Site,2018/05/08 00:00:00+00,AR,MW,2091841,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2165977,Little Rock Central High School,173527.83984375,2185.08277124183
289,2023/01/03 09:21:33+00,NPS_WASO_LANDS,2023/01/03 09:21:33+00,NPS_WASO_LANDS,c8ab0249-c24a-4556-b7bc-fe75b4468a90,300,FOSM,Lands - http://landsnet.nps.gov/tractsnet/documents/FOSM/Metadata/fosm_metadata.xml,Fort Smith National Historic Site,2017/03/14 00:00:00+00,AR,MW,56686,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048155,Fort Smith,433548.5859375,7095.26411627623
290,2023/01/03 09:21:33+00,NPS_WASO_LANDS,2023/01/03 09:21:33+00,NPS_WASO_LANDS,c5bb1b3b-6b86-4ca8-99d4-c9181ceb5e64,301,PERI,Lands - http://landsnet.nps.gov/tractsnet/documents/PERI/Metadata/peri_metadata.xml,Pea Ridge National Military Park,2015/08/11 00:00:00+00,AR,MW,53246,National Military Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2224526,Pea Ridge,26798846.4726563,30931.5756008218
